,CODE,STATION NAME,RAILWAY ZONE,STATION ADDRESS
4651,KYB,KAIYAR PH,SER,"Bardhaman, West Bengal, India"
4652,KYBR,KHAIRATIYA BANDH ROAD H,NER,"Uttari Nighasan, Uttar Pradesh, India"
4653,KYE,KHURAI,WCR,"Khurai, Madhya Pradesh, India"
4654,KYF,KAJRAT NAWADIH,ECR,"Bihar, India"
4655,KYG,KIDIYANAGA,WR,"Kutch, Gujarat, India"
4656,KYH,KHAIRAH,NER,"Khairah Railway Station, Bihar 841214,.."
4657,KYI,KALYANI,ER,"Kalyani, West Bengal, India"
4658,KYJ,KAYANKULAM JN,SR,"Kayamkulam Junction Railway Station, P.."
4659,KYM,KADIYAM,SCR,"Kadiyangad, Kerala, India"
4660,KYN,KALYAN JN,CR,"Kalyan, Maharashtra, India"
4661,KYND,KALYANDURGA,SWR,"Kalyandurg, Andhra Pradesh 515761, India"
4662,KYNT,KALYANKOT,NWR,"Kalyanpur, Rajasthan, India"
4663,KYO,KHANDIKAR,NFR,"Kachari Solmari, Assam 781354, India"
4664,KYOP,KOTTAPALLI,SCR,"Kottapalli, Andhra Pradesh, India"
4665,KYP,KALYANPUR,ER,"South 24 Parganas, West Bengal, India"
4666,KYQ,KAMAKHYA,NFR,"Kamakhya Railway Station, Maligaon, Gu.."
4667,KYS,KUSUMKASA,SECR,"Kusumkasa, Chhattisgarh 491228, India"
4668,KYT,KAILAHAT,NCR,"Kailahat, Uttar Pradesh, India"
4669,KYV,KOYILVENNI,SR,"Kovilvenni, Tamil Nadu, India"
4670,KYW,KARCHHUE H,NER,"Siwan, Bihar, India"
4671,KYX,KARHIYA BHADELI,WCR,"Damoh, Madhya Pradesh, India"
4672,KYY,KARIHA H,NR,"Kariha, Punjab, India"
4673,KYZ,KIZHA PULIYUR,SR,"Tenkasi, Tamil Nadu, India"
4674,KZA,KHADA,NER,"Kushinagar, Uttar Pradesh, India"
4675,KZB,KURUMBUR,SR,"Kurumbur, Tamil Nadu, India"
4676,KZC,KULUKKALLUR,SR,"Kulukkallur, Kerala, India"
4677,KZE,KANHANGAD,SR,"Kanhangad Railway Station, Kanhangad, .."
4678,KZH,KILA ZAFARGARH,NR,"Jind, Haryana, India"
4679,KZI,KHANDRAWALI H,NR,"Khandrawali, Uttar Pradesh, India"
4680,KZJ,KAZIPET JN,SCR,"Kazipet, Andhra Pradesh, India"
4681,KZJE,KZJ E CABIN,SCR,"Shyampet, Hanamkonda, Telangana, India"
4682,KZJF,KZJ F CABIN,SCR,"Telangana 506002, India"
4683,KZK,KAZHAKUTTAM,SR,"Kazhakkoottam, Kerala, India"
4684,KZPE,KAZIPARA HALT,ER,"Kazipara, Kolkata, West Bengal, India"
4685,KZPR,KAZIPARA H,ER,"Kazipara, Kolkata, West Bengal, India"
4686,KZQ,KHIMEL,NWR,"Khimel, Rajasthan, India"
4687,KZS,KUAKHERA H,NR,"Kuakhera, Uttar Pradesh, India"
4688,KZT,KULITTHURAI,SR,"Kuzhithurai Railway Station, Railway S.."
4689,KZTW,KULITTURAI WEST,SR,"Keandram, Maruthancode, Tamil Nadu 629.."
4690,KZU,KUNKI B H,SER,"Kunki Station, Jharkhand, India"
4691,KZW,KATAR SINGH WALA,NR,"Bathinda, Punjab, India"
4692,KZX,KHUDDA KORALA,NR,"Khuda, Punjab, India"
4693,KZY,KAYALPATTINAM,SR,"Arumuganeri, Tamil Nadu, India"
4694,LAA,LAKHAPAT,WR,"Khopat, Maharashtra, India"
4695,LAD,LOHARDAGA BS,SER,"Lohardaga Railway Station, Lohardaga, .."
4696,LAE,LAKHOLI,SECR,"Lucknow, Uttar Pradesh, India"
4697,LAK,LAKHO,ECR,"Lakho, Bihar, India"
4698,LAL,LUSHALA,WR,"Gujarat, India"
4699,LAN,LOTANA,WR,"Lotana, Rajasthan, India"
4700,LAP,LOHAPUR,ER,"Kolhapur, Maharashtra, India"
4701,LAR,LALITPUR,NCR,"Lalitpur, Uttar Pradesh 284403, India"
4702,LAT,LATHI,WR,"Main Bazar Rd, Lathi, Gujarat, India"
4703,LATH,LATH HALT,NR,"Haryana 131301, India"
4704,LAU,LADNUN,NWR,"Nagaur, Rajasthan, India"
4705,LAUL,LAUL,CR,"Laul, Maharashtra, India"
4706,LAV,LABHA,NFR,"Bihar, India"
4707,LB,LAIN BAZAR,NER,"Barhmani, Bihar 841425, India"
4708,LBA,LAMBHUA,NR,"Sultanpur, Uttar Pradesh, India"
4709,LBD,LIMBODRA,WR,"Limbodara Rd, Gujarat 382735, India"
4710,LBG,LIMBGAON,SCR,"Kacharewadi, Maharashtra, India"
4711,LBI,LILABARI,NFR,"Janu Basti, Assam 787051, India"
4712,LBN,LABAN,WCR,"Laban, Rajasthan, India"
4713,LBO,LATABOR,SECR,"Ooramana Tabor Church Rd, Ooramana, Ke.."
4714,LBP,LABPUR,ER,"Labpur, West Bengal 731303, India"
4715,LBT,LALGARH BIHAR H,ECR,"Lalgara, Jharkhand 822124, India"
4716,LBTL,LABUTALA H,ER,"Labutala Halt, West Bengal, India"
4717,LBW,LAIBURWA H,NER,"Uttar Pradesh, India"
4718,LBZ,LALBAG BH,ECR,"Kumbhiataari, Jharkhand 825409, India"
4719,LC,LUCKNOW CITY,NER,"Lucknow City Railway Station, Wazirgan.."
4720,LCAE,LALBAGH CRT RD,ER,"Lalbagh Rd, Burhanpur, Madhya Pradesh,.."
4721,LCH,LINCH,WR,"India Juliana, Asuncion, Paraguay"
4722,LCK,LAKHOCHAK H,ECR,"Sohania Chak, Bihar 811310, India"
4723,LCR,LOKUR,SR,"Lokur, Tamil Nadu, India"
4724,LCT,LANGCHOLIET,NFR,"Embassy of India, Zaluuchuudyn Urgun C.."
4725,LD,LONDA JN,SWR,"Londa, Karnataka, India"
4726,LDA,LIDHORA KHURD,WCR,"Sagar, Madhya Pradesh, India"
4727,LDCY,LODI COLONY,NR,"Prem Nagar, B K Dutt Colony, New Delhi.."
4728,LDE,LOKDHIKHERA,SECR,"Lohakhera, Punjab, India"
4729,LDH,LUDHIANA JN,NR,"Ludhiana, Punjab, India"
4730,LDK,LADHUKA,NR,"Ladhuka, Punjab, India"
4731,LDM,LEDARMER,NWR,"Jalore, Rajasthan, India"
4732,LDP,LODIPUR BISHNPR,NR,"Moradabad, Uttar Pradesh, India"
4733,LDR,LANDAURA,NR,"Landhaura, Uttarakhand, India"
4734,LDU,LUNIDHAR,WR,"Jalandhar, Punjab, India"
4735,LDVD,LADDIVADI,SR,Mohanur - Sendamangalam - Rasipuram Ro..
4736,LDW,LADHOWAL,NR,"Ludhiana, Punjab, India"
4737,LDX,LADDA,ECOR,"Ladda, Punjab, India"
4738,LDY,LAKKITI,SR,"Palakkad, Kerala, India"
4739,LEB,LEMUABAD H,ECR,"Pachmahla, Bihar 803213, India"
4740,LEDO,LEDO,NFR,"Ledo, Assam, India"
4741,LEK,LAKHAKERA,WCR,"Lakheri, Rajasthan, India"
4742,LER,LEHRA F,NER,"Bardar, Uttar Pradesh, India"
4743,LGCE,LAGARGAWAN,WCR,"Lagargawan Railway Station, Madhya Pra.."
4744,LGDH,LALAGUDA GATE,SCR,"Lalaguda, Malkajgiri, Secunderabad, An.."
4745,LGH,LALGARH JN,NWR,"Major Purnasingh Nagar, Bikaner, Rajas.."
4746,LGI,LAMGAI,NFR,"Longai Railway Station, Umapati, Assam.."
4747,LGL,LALGOLA,ER,"Lalgola, West Bengal, India"
4748,LGO,LALGOPALGANJ,NR,"Uttar Pradesh, India"
4749,LGRE,LINGIRI,SCR,"Lingiri Station, Karnataka, India"
4750,LGT,LANGTING,NFR,"Langting, Assam, India"
4751,LGTR,LINGARAJ TEMPLE ROAD PH,ECOR,"Dumduma, Bhubaneshwar, Orissa, India"
4752,LH,LAHING,NFR,"Laughing Waters, 240, Whitefield, Bang.."
4753,LHA,LEHRA GAGA,NR,"Punjab 148031, India"
4754,LHB,LAHABON,ER,India
4755,LHBK,LOTHAL BHURKHI,WR,"Gundi, Gujarat 382230, India"
4756,LHD,LOHOGAD,SCR,"Lohagad, Maharashtra 444401, India"
4757,LHL,LAHOAL,NFR,"Lahoal Station, A T Rd, Assam, India"
4758,LHLL,LAHLI,NWR,"Haryana 124001, India"
4759,LHM,LEHRA MUHABBAT,NR,"Lehra Mohabat, Punjab, India"
4760,LHN,LACHYAN,SWR,"Solapur, Maharashtra, India"
4761,LHNA,LOHANDA H,ECR,"SH 4, Bazidpur, Bihar 801302, India"
4762,LHNR,LAKSHMANPUR H,NER,"Lakshmanpur, Chhattisgarh, India"
4763,LHU,LOHARU,NWR,"Loharu, Haryana, India"
4764,LHW,LOHARWARA,NWR,"Jaipur, Rajasthan, India"
4765,LIG,LINGA,SECR,"Linga, Madhya Pradesh, India"
4766,LIJ,LAKSHMIGANJ,NER,"Lakshminagar, Kolkata, West Bengal, In.."
4767,LIL,LILMA,NWR,
4768,LIN,LINGAMGUNTLA,SCR,"Lingamguntla, Andhra Pradesh, India"
4769,LIR,LACHMIPUR H,NER,"Lakshmipur, Odisha, India"
4770,LJN,LUCKNOW NE,NER,"Kanpur Road, Railway Colony, Charbagh,.."
4771,LJR,LANJIGARH ROAD,ECOR,"Kalahandi, Odisha, India"
4772,LKA,LANKA,NFR,"Lanka, Assam, India"
4773,LKB,LAKSHMIPUR BHORANG,ER,"Makranpur, Bihar 813222, India"
4774,LKBL,LAKHABAWAL,WR,"Jamnagar, Gujarat, India"
4775,LKD,LAKODARA,WR,"Vadodara, Gujarat, India"
4776,LKDM,LAKDARAM,SCR,"Ainapur - Lakudaram Rd, Tapaspalle, Si.."
4777,LKDU,LANKALAKODERU,SCR,"Lankalakoderu Railway Station, Andhra .."
4778,LKE,LAKHERI,WCR,"Bundi, Rajasthan, India"
4779,LKF,LAKE GARDEN F,ER,"Lake Gardens, Kalighat, Kolkata, West .."
4780,LKG,LAMSAKHANG,NFR,"Lamsakhan, Assam, India"
4781,LKK,LYALPUR KHALSA COLL,NR,Lyallpur Khalsa College of Education f..
4782,LKKD,LAKKADKOT,WR,"Gujarat, India"
4783,LKMN,LOKMANYA NAGAR,WR,"Lokmanya Nagar Railway Station, Lokman.."
4784,LKMR,LAXMIPUR ROAD,ECOR,"Laxmipur Road Station, Odisha, India"
4785,LKN,LAKHMINIA,ECR,"Bihar, India"
4786,LKNA,LAKHNA,ECOR,"Nuapada, Odisha, India"
4787,LKNR,LAKHPAT NAGAR,NER,"Basti, Uttar Pradesh, India"
4788,LKO,LUCKNOW NR,NR,"Lucknow Railway Station, Kanpur Road, .."
4789,LKPL,LAKDI KA PUL,SCR,"Lakdikapul, Hyderabad, Andhra Pradesh,.."
4790,LKPR,LAKSHMIKANTAPUR,ER,"Lakshmikantapur, West Bengal, India"
4791,LKR,LUCKEESARAI JN,ECR,"Lakhisarai Junction, Lakhisarai, Bihar.."
4792,LKS,LUNKARANSAR,NWR,"Bikaner, Rajasthan, India"
4793,LKSH,LAKSHMINARAYANAPURAM H,SCR,"Lakshminarayanapuram, Bangalore, Karna.."
4794,LKT,HULKOTI,SWR,"Karnataka 582205, India"
4795,LKU,LAL KUAN,NER,"Lalkua Railway Station, Lalkuan, Uttar.."
4796,LKW,LAKHEWALI,NR,"Lakhewali, Punjab, India"
4797,LKX,LAKSHMIPUR,ER,"State Highway 6, West Bengal, India"
4798,LKY,LAKHMAPUR,SWR,"Lakhmapur, Maharashtra, India"
4799,LKZ,LAKADIYA,WR,"Lakadia, Gujarat, India"
4800,LLBR,LALABAZAR,NFR,"Lalabazar Railway Station, Lala Bazar .."
4801,LLD,LALAWADI,CR,"Rajawadi, Mumbai, Maharashtra, India"
4802,LLGM,LELIGUMA,ECOR,"Leliguma Station, Rayaguda-Kasipur Ran.."
4803,LLH,LILUAH,ER,"Liluah, Howrah, West Bengal, India"
4804,LLI,LALGUDI,SR,"Lalgudi, Tamil Nadu, India"
4805,LLJ,LALGANJ,NR,"Lalganj, Uttar Pradesh, India"
4806,LLJP,LALGANJ PAKRI,ECR,"Pakri Kanth, Bihar 844121, India"
4807,LLP,LALITGRAM,ECR,"Bhimpur, Bihar 854339, India"
4808,LLPR,LALIT LAKSHMIPR,ECR,"Patwara Road, Kewalpatti, Bihar, India"
4809,LLR,LALPUR,NCR,"Lalpur, Haryana, India"
4810,LLTG,LALITGIRI,ECOR,"Barada-Boujanga Rd, Bandareswar, Palai.."
4811,LLU,LALRU,NR,"Lalru, Punjab, India"
4812,LM,LIMBDI,WR,"Limbdi, Gujarat, India"
4813,LMA,LAMBIYA,NWR,"Bhilwara, Rajasthan, India"
4814,LMC,LAKHAMANCHI,WR,"Surendranagar, Gujarat, India"
4815,LMD,LINGANENIDODDI,SCR,"Linganenidoddi Station, Andhra Pradesh.."
4816,LMG,LUMDING JN,NFR,"Lumding Jn Railway Station, Lumding, A.."
4817,LMK,LIMKHEDA,WR,"Limkheda, Gujarat, India"
4818,LMM,LAILAKH MAMALKHA,ER,"Bhagalpur, Bihar, India"
4819,LMN,LACHHMANPUR,NR,"Uttar Pradesh, India"
4820,LMNR,LAKSHMIBAI NGR,WR,"Pologround Industrial Estate, Indore, .."
4821,LMO,LILIYA MOTA,WR,"SH 115, Liliya Mota, Gujarat, India"
4822,LMP,LAKHIMPUR,NER,"Lakhimpur, Uttar Pradesh, India"
4823,LMT,ALMATTI,SWR,"ALMATTI, Karnataka, India"
4824,LMU,LIMARUA,SECR,"Mandla, Madhya Pradesh, India"
4825,LMY,LAIMEKURI,NFR,"Luhitpuria, Assam 787061, India"
4826,LNA,LAMANA,NWR,"Lamana, Rajasthan, India"
4827,LNH,LACHHMANGARH SK,NWR,"Laxmangarh, Rajasthan, India"
4828,LNJ,LANGHNAJ,WR,"Langnaj, Gujarat, India"
4829,LNK,LOHIAN KHAS JN,NR,"Lohian Khas, Punjab, India"
4830,LNL,LONAVALA,CR,"Siddharth Nagar, Lonavala, Maharashtra.."
4831,LNMA,LAKHAN MAJRA,NR,
4832,LNN,LONAND JN,CR,"Satara, Maharashtra, India"
4833,LNO,LOHNA ROAD,ECR,"Madhubani, Bihar, India"
4834,LNP,LANGARPETH,CR,"Maharashtra, India"
4835,LNR,LUNI RICHHA,WCR,"Madhya Pradesh, India"
4836,LNS,LUNSU H,NR,"Kangra, Himachal Pradesh, India"
4837,LNW,LAKHANWADA,SECR,"Lakhabawal, Gujarat, India"
4838,LNWT,LKO ALAMBAGH W CABIN,NR,"Railway Colony, Alambagh, Lucknow, Utt.."
4839,LO,LOLIYA,WR,"Loliya, Gujarat, India"
4840,LOA,LORHA,SECR,India
4841,LOG,LOHGARA,NCR,"Shankargarh, Uttar Pradesh 212107, India"
4842,LOGH,LOTTE GOLLAHALLI H,SWR,"Lottegollahalli Railway Station, Venka.."
4843,LOHA,LOHA,NWR,"Loha, Maharashtra, India"
4844,LOK,LOKNATH,ER,"Loknath, West Bengal, India"
4845,LOL,LOLIEM,KR,"Loliem, Goa, India"
4846,LOM,LODHMA,SER,"Lodhma, Jharkhand, India"
4847,LONI,LONI,CR,"Pune, Maharashtra, India"
4848,LOT,LOHTA,NR,"Lohta, Uttar Pradesh, India"
4849,LOV,LOVEDALE,SR,"Lovedale, Ooty, Tamil Nadu, India"
4850,LP,LALAPET,SR,"Lalapet, Malkajgiri, Secunderabad, And.."
4851,LPG,LAPANGA,ECOR,"Lapanga, Odisha, India"
4852,LPH,LOTAPAHAR,SER,"Lotapahar, Jharkhand"
4853,LPI,LINGAMPALLI,SCR,"Serilingampally, Hyderabad, Andhra Pra.."
4854,LPJ,LALPUR JAM,WR,"Khambhalia-Lalpur, Gujarat, India"
4855,LPJL,JAGITYAL LINGAMPET,SCR,"Jagityal Lingampet, Andhra Pradesh, In.."
4856,LPK,LEPETKATA,NFR,"Thangal Gaon, Assam 786007, India"
4857,LPN,LAOPANI,NFR,"Niz-Jarabari, Assam, India"
4858,LPNR,LAJPAT NAGAR,NR,"Kotla Mubarakpur, New Delhi, Delhi, In.."
4859,LPR,LILAPUR ROAD,WR,"Dhalapur Rd, Odisha, India"
4860,LPTA,LONGPATIA,NFR,"Hawfaw No.1, Assam 785691, India"
4861,LPW,LOHARPURWA H,NER,"Harpur, Bihar, India"
4862,LR,LADPURA,NWR,"Ladpura, Rajasthan, India"
4863,LRA,LODRA,WR,"Lodra, Gujarat 382835, India"
4864,LRB,LARABAD,ECR,"Larabad, Jharkhand, India"
4865,LRD,LAR ROAD,NER,"Deoria, Uttar Pradesh, India"
4866,LRI,LIHURI PH,ECOR,"Gajapati, Odisha, India"
4867,LRJ,LAKSAR JN,NR,"Laksar, Uttarakhand, India"
4868,LRU,LALPUR UMRI,WCR,"Lalpur Umri Station, Rajasthan, India"
4869,LS,LASALGAON,CR,"Lasalgaon, Maharashtra, India"
4870,LSD,LUSADIYA,NWR,"Lusadiya Railway Station, Gujarat, India"
4871,LSE,LASERI,NWR,"Laseri, Rajasthan, India"
4872,LSG,LAWA SARDARGARH,NWR,"Bhilwara, Rajasthan, India"
4873,LSGS,LAVAN SATYAGRAH SMARAK P H,SER,"East Medinipur, West Bengal, India"
4874,LSI,LAHERIA SARAI,ECR,"Laheriasarai, Bihar, India"
4875,LSMP,LAKSHMAPUR,SCR,"Laxmapur, Dist. - Medak State: Telangana"
4876,LSR,LASUR,SCR,"Aurangabad, Maharashtra, India"
4877,LSX,LOISINGHA,ECOR,"Balangir, Orissa, India"
4878,LT,LAHAVIT,CR,"Lahavit, Maharashtra, India"
4879,LTA,LAMTA,SECR,"Lamta, Madhya Pradesh, India"
4880,LTD,LATHIDAD,WR,"Lathidad, Gujarat, India"
4881,LTG,LATAGURI JN,NFR,"Lataguri, West Bengal, India"
4882,LTHR,LATEHAR,ECR,"Jharkhand 829207, India"
4883,LTI,LATTERI,SR,"Latteri, Tamil Nadu, India"
4884,LTK,LATHIKATA,SER,"Lattikata, Odisha, India"
4885,LTKR,LALIT KHERA HALT,NR,"Lalit Khera, Haryana 126101, India"
4886,LTMD,LATEMDA,SER,"Bakar Kuri, Jharkhand 832403, India"
4887,LTR,LAKHTAR,WR,"Surendranagar, Gujarat, India"
4888,LTRR,LATUR ROAD,SCR,"Latur, Maharashtra, India"
4889,LTT,LOKMANYATILAK T,CR,"Tilak Nagar, Kurla, Mumbai, Maharashtr.."
4890,LUA,LALAURI KHERA,NER,"Pilibhit, Uttar Pradesh, India"
4891,LUBA,LACHHU BIGHA,ECR,
4892,LUNI,LUNI JN,NWR,"Luni, Rajasthan, India"
4893,LUR,LATUR,CR,"Latur, Maharashtra, India"
4894,LUSA,LUSA,NCR,"Sonbhadra, Uttar Pradesh, India"
4895,LVR,LOK VIDYAPITH NAGAR H,NER,"Uttar Pradesh, India"
4896,LW,LORWADA,WR,"Gujarat, India"
4897,LWJ,LOWJEE,CR,"Lowjee, Khopoli, Maharashtra, India"
4898,LWR,ALNAVAR JN,SWR,"Alnavar Junction, Alnavar, Karnataka, .."
4899,LWS,LUKWASA,WCR,"Lukwasa, Madhya Pradesh, India"
4900,LXA,LAKSWA,NFR,"Naharhabi Grant and Lakwa Rly, Assam, .."
4901,LXD,LAKSHANNATH ROAD,SER,"Lakshamveedu Rd, Vadasserikkara, Keral.."
4902,LXR,LUNSERIYA,WR,"Gujarat, India"
4903,LYD,LAYABAD,SER,"Nayabad, Kolkata, West Bengal, India"
4904,MA,MADHA,CR,"Madha, Maharashtra, India"
4905,MAA,MAVAL,NWR,"Wadgaon Maval Phata, Vadgaon, Maharash.."
4906,MAAR,MALHAR,NWR,"Malhar, Rajasthan, India"
4907,MABA,MANDI BAMORA,WCR,"Mandi Bamora Station, Mandi Bamora, Ma.."
4908,MABB,MABBI H,ECR,"Sihma - Mabbi - Rosera Ghat Rd, Mohiud.."
4909,MABD,MAHBUBABAD,SCR,"Mahbubabad Railway Station, Mahabubaba.."
4910,MABN,MABAN,WCR,"Singwasa, Madhya Pradesh 473001, India"
4911,MACR,MANGULI CHOUDWAR PH,ECOR,"Odisha, India"
4912,MAD,MADDUR,SWR,"Maddur Railway Station, Karnataka, India"
4913,MADA,MAONDA,NWR,"Lower Monda Verinag Rd, 192101"
4914,MADM,MATHRADAM HALT,SECR,"Chhindwara-Seoni Rd, Katalbodi, Madhya.."
4915,MADR,MADURE,KR,"Sindhudurg, Maharashtra, India"
4916,MADU,MADDURU,SCR,"Madduru, Andhra Pradesh 518112, India"
4917,MAE,MATHERAN,CR,"Matheran, Maharashtra, India"
4918,MAEL,MAEL,SER,"Mael, Jharkhand, India"
4919,MAF,MANAVUR,SR,"Manavur, Tamil Nadu, India"
4920,MAG,MANGALAGIRI,SCR,"Mangalagiri, Andhra Pradesh, India"
4921,MAGH,MANIKGARH,SCR,"Manikgarh, Maharashtra, India"
4922,MAH,MADHOGANJ,NR,"Madhoganj, Uttar Pradesh, India"
4923,MAHE,MAHE,SR,"Mahe Railway Station, Mahe, Kerala, In.."
4924,MAHI,MAHIPUR,ECOR,"Bhiruda, Mahipur, PIN - 752094, DIst. .."
4925,MAHM,MEHAM,NR,"Meham, PIN - 124112, Dist. - Rohtak St.."
4926,MAHO,MAHOLI,NR,"Sitapur, Uttar Pradesh, India"
4927,MAI,MEHSI,ECR,"Muzaffarpur, Bihar, India"
4928,MAJ,MAJHERGRAM,ER,"Jhargram, West Bengal, India"
4929,MAJN,MANGALORE JN,SR,"Mangalore Bangalore Highway, Shanthi N.."
4930,MAK,MALIKPUR,ER,"Malkapur, Maharashtra, India"
4931,MAKH,MOKHAMPURA,NWR,"Mokhampura, Rajasthan, India"
4932,MAKM,MARARIKULAM,SR,"Marrarikulam Temple Road, Mararikulam,.."
4933,MAKP,MANIKPURA HALT,NCR,"SH 62, Basai Arela, Uttar Pradesh 2831.."
4934,MAKR,BINA MALKHEDI JN,WCR,"Walkheda, Maharashtra, India"
4935,MALA,MALA,NER,"Mala, Kerala, India"
4936,MALB,MALIYA MIYANA JN,WR,"Malia Railway Station, Malia, Gujarat,.."
4937,MALK,MALKAPUR ROAD,CR,"Malkapur Rd, Karimnagar, Andhra Prades.."
4938,MALM,MANTHRALAYAM RD,SCR,"Kurnool, Andhra Pradesh, India"
4939,MALR,MALLUR,SR,"Mallur Railway Station, Tamil Nadu 636.."
4940,MALX,MALIYA,WR,"Malia Railway Station, Malia, Gujarat,.."
4941,MAM,MANGAL MAHUDI,WR,"Dahod, Gujarat, India"
4942,MAN,MANINAGAR,WR,"Maninagar, Ahmedabad, Gujarat, India"
4943,MANA,MANA,CR,"Mana, Uttarakhand, India"
4944,MANE,MANESWAR,ECOR,"Banswara, Rajasthan, India"
4945,MANI,MANI NAGAR,ECR,"Ara - Sasaram Rd, Lachhmanpur, Bihar 8.."
4946,MANK,MANKI,KR,"Pedestrian Overpass, Karnataka, India"
4947,MANR,MANSAROVAR,CR,"Mansarovar Railway Station, Kamothe, N.."
4948,MANU,MONU,NFR,"Dhalai, Tripura, India"
4949,MANW,MANWA H,NER,"Mandi Manva, National Highway 21, Hima.."
4950,MAO,MADGAON,KR,"Goa 403601, India"
4951,MAP,MORAPPUR,SR,"Dharmapuri, Tamil Nadu, India"
4952,MAQ,MANGALORE CNTL,SR,"Mangalore Central Railway Station, Man.."
4953,MAR,MULANUR,SWR,"Mulanur Station, Andhra Pradesh, India"
4954,MARD,MAVUR ROAD,SR,"Mavoor Rd, Kozhikode, Kerala, India"
4955,MAS,CHENNAI CENTRAL,SR,"General Hospital Road, Park Town, Chen.."
4956,MASK,MAISAR KHANA,NR,"Punjab 151509, India"
4957,MASS,CHENNAI CTRL SUBURBAN,SR,
4958,MAU,MAU JN,NER,"Mau, Uttar Pradesh, India"
4959,MAUL,MAULA ALI,NR,"Punjab 144632, India"
4960,MAUR,MAUR,NR,"Maur, Punjab, India"
4961,MAV,MARIAMMANKOVIL,SR,"Mariammankovil St, Narasimhanaicken Pa.."
4962,MAX,MANGUDI,SR,"Mangudi, Tamil Nadu, India"
4963,MAY,MARIAHU,NR,"Mariahu, Uttar Pradesh, India"
4964,MAYA,MAKAKHAD,WR,"Mansa - Badpura Rd, Pratap Nagar, Guja.."
4965,MAYP,MAYAPUR,ER,"Mayapur, West Bengal 712413, India"
4966,MAYR,MAYAR,NWR,"Hisar, Haryana, India"
4967,MAZ,MANGRA,ECR,"Mangra, Bihar, India"
4968,MB,MORADABAD,NR,"Moradabad Railway Station, National Hi.."
4969,MBA,MAHOBA,NCR,"Mahoba Railway Station, Mahoba, Uttar .."
4970,MBAH,MIRABIGHA HALT,ECR,"Kohara, Bihar 804427, India"
4971,MBB,MURSHIDABAD,ER,"Lalbagh, West Bengal, India"
4972,MBC,MAHANANDA BRIDGE,NFR,"Mahananda Bridge, Maharajpur, West Ben.."
4973,MBD,MUSTABADA,SCR,"Mustabad, Andhra Pradesh, India"
4974,MBDD,MAA BARAHI DEVI DHAM,NR,"Pratapgarh, Uttar Pradesh, India"
4975,MBDP,MA BELHADEVI PRATAPGARH JN,NR,"Bela, Pratapgarh, Uttar Pradesh, India"
4976,MBE,MIRZAPUR BANKIPUR,ER,"Mirzapur Bankipur, West Bengal"
4977,MBF,MUNABAO,NWR,"Barmer, Rajasthan, India"
4978,MBG,MAIBANG,NFR,"Assam 788831, India"
4979,MBGA,MARWAR BAGRA,NWR,"Bagra, Rajasthan, India"
4980,MBH,MOBHA ROAD,WR,"Mobha Road Railway Station, Gujarat, I.."
4981,MBI,MADHUBANI,ECR,"Madhubani, Bihar, India"
4982,MBL,MANUBOLU,SCR,"Great Northern Trunk Road, Andhra Prad.."
4983,MBM,MAMBALAM,SR,"West Mambalam, Chennai, Tamil Nadu, In.."
4984,MBNL,MARWAR BHINMAL,NWR,"Marwar Bhinmal, State Highway 31, Bhin.."
4985,MBNR,MAHBUBNAGAR,SCR,"Mahbubnagar Railway Station, Mahbubnag.."
4986,MBO,MAIRABARI,NFR,"Mardabari, Nadiad, Gujarat 387001, India"
4987,MBP,MOHIBULLAPUR,NER,"Kolhapur, Maharashtra, India"
4988,MBQ,MUMBRA,CR,"Mumbra, Mumbra - Kausa, Maharashtra, I.."
4989,MBS,MADHOSINGH,NER,"Madhubani, Uttar Pradesh, India"
4990,MBSK,MARWAR BALIA,NWR,"Nagaur, Rajasthan, India"
4991,MBT,MARWAR BITHRI,NWR,"Jodhpur, Rajasthan, India"
4992,MBU,MELPATTAMBAKKAM,SR,"Meenambakkam, Tamil Nadu, India"
4993,MBV,MIRZAPUR BACHHAU,NWR,"Mirzapur, Uttar Pradesh, India"
4994,MBW,MALWARA,NWR,"Maliwara, Ghaziabad, Uttar Pradesh, In.."
4995,MBY,MANDI DABWALI,NWR,"Mandi Dabwali, Haryana, India"
4996,MC,MANDAPAM CAMP,SR,"Mandapam Camp, Kundannoor - Willington.."
4997,MCA,MECHEDA,SER,"Mecheda, West Bengal"
4998,MCDA,MA CHANDIKADEVI D ANTU,NR,"Pratapgarh, Uttar Pradesh, India"
4999,MCF,MANIK CHAURI,SECR,"Manikchauri, Chhattisgarh, India"
5000,MCI,MANCHIRYAL,SCR,"Manchiryal Railway Station, Mancherial.."
5001,MCJ,MANJATTIDAL,SR,"Manjarde, Maharashtra, India"
5002,MCL,MADIMANGALAM,SR,"Madimangalam, Tamil Nadu 606907, India"
5003,MCLA,MACHERLA,SCR,"PWD Colony Road, Macherla, Andhra Prad.."
5004,MCLE,MANCHILI,SCR,"West Godavari, Andhra Pradesh, India"
5005,MCN,MUKUNDARAYAPURM,SR,"Mukundapuram, Andhra Pradesh, India"
5006,MCO,MOTIHARI COURT,ECR,"Motihari, Bihar, India"
5007,MCPE,MARWAR CHAPRI,NWR,"Nagaur, Rajasthan, India"
5008,MCPK,CHEPAUK,SR,"Chepauk, Victoria Hostel Rd, Triplican.."
5009,MCPT,CHINTADARIPET,SR,"Chintadripet MRTS Station, Arunachala .."
